scenarioId,group,title,lane,status,validationScope,reason,executionMode,flowId,depositId,lineId,scheduleIds,notes,artifactPaths
"RS-091","System Edge Cases","Aggregated lines create cent residual","needs-clarification","pass-pending-ui-review","runtime-path-validation","","browser-live","generic-mto1-combined-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","This run is labeled as runtime-path validation only. | It validates the grouped ManyToOne harness path after remapping, not final proof of the row-specific business scenario. | This run should be treated as runtime-path validation only. | The mapped generic grouped fixture is now a true ManyToOne shape, but it is still representative grouped-family coverage rather than row-specific business proof. | Grouped fixture exposed a valid ManyToOne path for 3 deposit line(s) into schedule 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line b206178c-5f7e-44a4-9455-b017ff854d13 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line 2b4d9b75-d7dc-4125-a199-01d70e0c2c59 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line fba76747-c604-412c-8f1b-4f03b7600a6e returned 3 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Preview/apply succeeded using match type ManyToOne. | API and deposit detail both showed every grouped deposit line as fully allocated after apply. | No variance-resolution prompt was required for the grouped apply path. | The grouped fixture was restored after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-48094--lines-create-cent-residual-chromium/rs-091-generic-mto1-candidates.png|test-results/reconciliation-suite--RS-0-48094--lines-create-cent-residual-chromium/rs-091-generic-mto1-applied.png"
"RS-092","System Edge Cases","Actual derived rate rounds to expected after 2 decimals","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","c51b5f32-666f-4ccc-9069-56ba50bdec17","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-5e58b-o-expected-after-2-decimals-chromium/rs-092-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-5e58b-o-expected-after-2-decimals-chromium/rs-092-generic-1to1-applied.png"
"RS-093","System Edge Cases","Actual derived rate rounds below expected at 2 decimals","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","fe5e4fe1-d816-4826-ba7f-5dcc73e4e83e","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-28689-elow-expected-at-2-decimals-chromium/rs-093-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-28689-elow-expected-at-2-decimals-chromium/rs-093-generic-1to1-applied.png"
"RS-094","System Edge Cases","One split line looks off but total is exact","deterministic","pass-pending-ui-review","scenario-proof","","browser-live","generic-1tom-split-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","Current runtime shape matches the shared grouped workflow fixture, so this row is counted as provisional workflow coverage only. | The exact row-specific 1:M or bundle-specific behavior is not yet proven with a distinct fixture. | Grouped fixture exposed a valid ManyToOne path for 3 deposit line(s) into schedule 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line b206178c-5f7e-44a4-9455-b017ff854d13 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line 2b4d9b75-d7dc-4125-a199-01d70e0c2c59 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line fba76747-c604-412c-8f1b-4f03b7600a6e returned 3 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Preview/apply succeeded using match type ManyToOne. | API and deposit detail both showed every grouped deposit line as fully allocated after apply. | No variance-resolution prompt was required for the grouped apply path. | The grouped fixture was restored after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-3efb4-ooks-off-but-total-is-exact-chromium/rs-094-generic-mto1-candidates.png|test-results/reconciliation-suite--RS-0-3efb4-ooks-off-but-total-is-exact-chromium/rs-094-generic-mto1-applied.png"
"RS-095","System Edge Cases","Both usage and commission differ slightly from rounding","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","c51b5f32-666f-4ccc-9069-56ba50bdec17","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-78a0c-ffer-slightly-from-rounding-chromium/rs-095-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-78a0c-ffer-slightly-from-rounding-chromium/rs-095-generic-1to1-applied.png"
"RS-096","System Edge Cases","Small usage rounding cannot explain large commission gap","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","c51b5f32-666f-4ccc-9069-56ba50bdec17","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-726c5-xplain-large-commission-gap-chromium/rs-096-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-726c5-xplain-large-commission-gap-chromium/rs-096-generic-1to1-applied.png"
"RS-097","System Edge Cases","Rounded display shows 0 but underlying source created cents","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-18b92-rlying-source-created-cents-chromium/rs-097-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-18b92-rlying-source-created-cents-chromium/rs-097-generic-1to1-applied.png"
"RS-098","Decision Paths","User accepts actual rate for current schedule only","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | Current shared TEST data still includes an older DW Realty collision, so this remains candidate-stage evidence rather than a deterministic final pass.","test-results/reconciliation-suite--RS-0-dee17-e-for-current-schedule-only-chromium/rs-098-generic-1to1-candidates.png"
"RS-099","Decision Paths","User accepts actual rate for this and future schedules","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | Current shared TEST data still includes an older DW Realty collision, so this remains candidate-stage evidence rather than a deterministic final pass.","test-results/reconciliation-suite--RS-0-3af3d-r-this-and-future-schedules-chromium/rs-099-generic-1to1-candidates.png"
"RS-100","Decision Paths","User accepts actual rate and updates master catalog","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | Current shared TEST data still includes an older DW Realty collision, so this remains candidate-stage evidence rather than a deterministic final pass.","test-results/reconciliation-suite--RS-1-65eca--and-updates-master-catalog-chromium/rs-100-generic-1to1-candidates.png"
"RS-101","Decision Paths","User agrees actual usage is valid one-off variance","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | Current shared TEST data still includes an older DW Realty collision, so this remains candidate-stage evidence rather than a deterministic final pass.","test-results/reconciliation-suite--RS-1-954fd-e-is-valid-one-off-variance-chromium/rs-101-generic-1to1-candidates.png"
"RS-102","Decision Paths","User manually distributes deposit across schedules","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1tom-split-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","Current runtime shape matches the shared grouped workflow fixture, so this row is counted as provisional workflow coverage only. | The exact row-specific 1:M or bundle-specific behavior is not yet proven with a distinct fixture. | Grouped fixture exposed a valid ManyToOne path for 3 deposit line(s) into schedule 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line b206178c-5f7e-44a4-9455-b017ff854d13 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line 2b4d9b75-d7dc-4125-a199-01d70e0c2c59 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line fba76747-c604-412c-8f1b-4f03b7600a6e returned 3 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Preview/apply succeeded using match type ManyToOne. | API and deposit detail both showed every grouped deposit line as fully allocated after apply. | No variance-resolution prompt was required for the grouped apply path. | The grouped fixture was restored after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-1-13646-es-deposit-across-schedules-chromium/rs-102-generic-mto1-candidates.png|test-results/reconciliation-suite--RS-1-13646-es-deposit-across-schedules-chromium/rs-102-generic-mto1-applied.png"
"RS-103","Decision Paths","User accepts matched portion and leaves remainder open","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-partial-review","699a0e77-69d6-485c-ba8e-ddacd988ecf8","1c37b342-821a-4b28-9e51-db131e84f780","098200f0-c427-4e12-92d5-1c398263f851","Imported generic partial fixture was partially applied with 300 usage and 24 commission. | API and deposit detail both showed Partially Matched status with the remaining balance left open. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable. | Left as pass-pending-ui-review because the operator-facing accept/leave-open click path is still not exercised directly in the browser.","test-results/reconciliation-suite--RS-1-9f583-n-and-leaves-remainder-open-chromium/rs-103-generic-partial-applied.png"
"RS-104","Decision Paths","User decides candidate is wrong despite strong metadata","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | Current shared TEST data still includes an older DW Realty collision, so this remains candidate-stage evidence rather than a deterministic final pass.","test-results/reconciliation-suite--RS-1-e6504-ong-despite-strong-metadata-chromium/rs-104-generic-1to1-candidates.png"
"RS-105","Decision Paths","User confirms spiff/flat/minimum payout is valid","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | Current shared TEST data still includes an older DW Realty collision, so this remains candidate-stage evidence rather than a deterministic final pass.","test-results/reconciliation-suite--RS-1-f3699-lat-minimum-payout-is-valid-chromium/rs-105-generic-1to1-candidates.png"
