Approved,Field ID,Page Name,Field Label,Field_Name,Where does the data come from?,Formula,Read Only,Prepopulated,Entry Required,Field Notes,Field Type,Example Data,Field Format,,,
,03.14.010,Opportunities-3-14-Opportunity Details Page - Top Section ,House Split %,House_Split_Percent,From Deposit Line Import - Ancillary fields,(100.00% - (Subagent % + House Rep %)),,,Yes,This value is calculated by taking 100% and subtracting the % from the two reps,Percentage,34.00%,X.XX%,,,
,03.14.011,Opportunities-3-14-Opportunity Details Page - Top Section ,House Rep %,House_Rep_%,From Deposit Line Import - Ancillary fields,,,,Yes,,Percentage,11.00%,X.XX%,,,
,03.14.012,Opportunities-3-14-Opportunity Details Page - Top Section ,Subagent %,Subagent_%,From Deposit Line Import - Ancillary fields,,,,Yes,,Percentage,55.00%,XX.XX%,,,
,03.14.013,Opportunities-3-14-Opportunity Details Page - Top Section ,Opportunity Description,Opportunity_Description,From Deposit Line Import - Ancillary fields,,,,Yes,,Text Long,This is for Consulting,Text Long,,,
,,,,,,,,,,,,,,,,
,04.00.000,Revenue Schedules-4.0-List View - All Schedules,Distributor Name,Distributor_Name,"Report view of all schedules, All by default ","Editable report view.  After any edit, ""Save"" is required",Yes,,NO,Reference from Revenue Schedule,Text,Telarus,Proper Text Format,,,
,04.00.001,Revenue Schedules-4.0-List View - All Schedules,Vendor Name,Vendor_Name,"Report view of all schedules, All by default ","Editable report view.  After any edit, ""Save"" is required",Yes,,,Reference from Revenue Schedule,Type Ahead Lookup,Lingo,Proper Text Format,,,
,04.00.002,Revenue Schedules-4.0-List View - All Schedules,Account Name,Account_Name,"Report view of all schedules, All by default ","Editable report view.  After any edit, ""Save"" is required",Yes,,,Reference from Revenue Schedule,Text,Algave LLC,Proper Text Format,,,
,04.00.003,Revenue Schedules-4.0-List View - All Schedules,Product Name - Vendor,Product_Name_Vendor,"Report view of all schedules, All by default ","User Entered Data,_may_or_may_not_be_related_to_""Product_Name_-_House"".",Yes,,,Reference from Revenue Schedule,Text,UCaaS 1 Seat,Proper Text Format,,,
,04.00.004,Revenue Schedules-4.0-List View - All Schedules,Revenue Schedule Date,Revenue_Schedule_Date,"Report view of all schedules, All by default ",None,,,,Reference from Revenue Schedule,Date,2025-05-13,YYYY-MM-DD,,,
,04.00.005,Revenue Schedules-4.0-List View - All Schedules,Revenue Schedule Name,Revenue_Schedule_Name,"Report view of all schedules, All by default ","Editable report view.  After any edit, ""Save"" is required",Yes,,Yes,Reference from Revenue Schedule,,RS-100001,General,,,
,04.00.006,Revenue Schedules-4.0-List View - All Schedules,Quantity,Quantity,"Report view of all schedules, All by default ","Editable report view.  After any edit, ""Save"" is required",,,Yes,Reference from Revenue Schedule,Number,3,Numerical,,,
,04.00.007,Revenue Schedules-4.0-List View - All Schedules,Price Each,Price_Each,"Report view of all schedules, All by default ","Editable report view.  After any edit, ""Save"" is required",,Yes,Read Only,Reference from Revenue Schedule,Currency,$20.00 ,"$X.XX, Neg ()",,,
,04.00.008,Revenue Schedules-4.0-List View - All Schedules,Expected Usage Gross,Expected_Usage_Gross,"Report view of all schedules, All by default ",Quantity * Price Each,Yes,,,Reference from Revenue Schedule,Formula,$100.00 ,"$X.XX, Neg ()",,,
,04.00.009,Revenue Schedules-4.0-List View - All Schedules,Expected Usage Adjustment,Expected_Usage_Adjustment,"Report view of all schedules, All by default ","Editable report view.  After any edit, ""Save"" is required",,,,Reference from Revenue Schedule,Currency,($2.00),"$X.XX, Neg ()",,,
,04.00.010,Revenue Schedules-4.0-List View - All Schedules,Expected Usage Net,Expected_Usage_Net,"Report view of all schedules, All by default ","Editable report view.  After any edit, ""Save"" is required",Yes,,,Reference from Revenue Schedule,Formula,$18.00 ,"$X.XX, Neg ()",,,
,04.00.011,Revenue Schedules-4.0-List View - All Schedules,Actual Usage,Actual_Usage,"Report view of all schedules, All by default ",Not editable,Yes,,,Reference from Revenue Schedule,Currency,$12.00 ,"$X.XX, Neg ()",,,
,04.00.012,Revenue Schedules-4.0-List View - All Schedules,Usage Balance,Usage_Balance,"Report view of all schedules, All by default ","Editable report view.  After any edit, ""Save"" is required",,,,Reference from Revenue Schedule,Currency,($6.00),"$X.XX, Neg ()",,,
,04.00.013,Revenue Schedules-4.0-List View - All Schedules,Expected Commission Net,Expected_Commission_Net,"Report view of all schedules, All by default ","Editable report view.  After any edit, ""Save"" is required",Yes,,,Reference from Revenue Schedule,Currency,$1.80 ,"$X.XX, Neg ()",,,
,04.00.014,Revenue Schedules-4.0-List View - All Schedules,Actual Commission,Actual_Commission,"Report view of all schedules, All by default ","Editable report view.  After any edit, ""Save"" is required",,,,Reference from Revenue Schedule,Currency,$1.20 ,"$X.XX, Neg ()",,,
,04.00.015,Revenue Schedules-4.0-List View - All Schedules,Commission Difference,Commission_Difference,"Report view of all schedules, All by default ","Editable report view.  After any edit, ""Save"" is required",Yes,Yes,Read Only,Reference from Revenue Schedule,Formula,$0.60 ,"$X.XX, Neg ()",,,
,04.00.016,Revenue Schedules-4.0-List View - All Schedules,Customer ID - Vendor,Customer_ID_Vendor,"Report view of all schedules, All by default ","Editable report view.  After any edit, ""Save"" is required",Yes,,,Reference from Revenue Schedule,Text/ID,1.11111E+14,General,,,
,04.00.017,Revenue Schedules-4.0-List View - All Schedules,Order ID - Vendor,Order_ID_Vendor,"Report view of all schedules, All by default ","Editable report view.  After any edit, ""Save"" is required",Yes,,,Reference from Revenue Schedule,General,H37,General,,,
,04.00.018,Revenue Schedules-4.0-List View - All Schedules,Location ID,Location_ID,"Report view of all schedules, All by default ","Editable report view.  After any edit, ""Save"" is required",Yes,,,Reference from Revenue Schedule,,113,General,,,
,04.00.019,Revenue Schedules-4.0-List View - All Schedules,Opportunity ID,Opportunity_ID,"Report view of all schedules, All by default ","Editable report view.  After any edit, ""Save"" is required",Yes,,,Reference from Revenue Schedule,Numerical,B1114,Numerical,,,
,04.00.020,Revenue Schedules-4.0-List View - All Schedules,Customer ID - Distributor,Customer_ID_Distributor,"Report view of all schedules, All by default ","Editable report view.  After any edit, ""Save"" is required",Yes,,,Reference from Revenue Schedule,Text/ID,22222222222,General,,,
,04.00.021,Revenue Schedules-4.0-List View - All Schedules,Order ID - Distributor,Order_ID_Distributor,"Report view of all schedules, All by default ","Editable report view.  After any edit, ""Save"" is required",Yes,,,Reference from Revenue Schedule,General,H27,General,,,
,04.00.022,Revenue Schedules-4.0-List View - All Schedules,Schedule Status,Schedule_Status,"Report view of all schedules, All by default ",Auto adjusted by balance of Commission Balance and Usage Balance.  ,Yes,,,"Depends on balance of usage/commission. If there is one, it's open. If it's $0, it's Reconciled, if it's not $0, but money has been asssigned, it's ""In Dispute""(Open, Reconciled, In Dispute), Default to ""No""",Autogenerated by Rules,Open,Proper Text Format,,,
,04.00.023,Revenue Schedules-4.0-List View - All Schedules,In Dispute,In_Dispute,"Report view of all schedules, All by default.  Defaults to empty checkbox or NO","Depends on balance of usage/commission. If there is one, it's open. If it's $0, it's Reconciled, if it's not $0, but money has been asssigned, it's ""In Dispute""(Open, Reconciled, In Dispute)",Yes,,Yes,Edit from Ticket ,,YES,Proper Text Format,,,
,,,,,,,,,,,,,,,,
,04.01.000,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Revenue Schedule Name,Revenue_Schedule_Name,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,,Yes,Yes,Yes,Autogenerated - Revenue Schedule Creation,Text/ID,RS-100002,General,,,
,04.01.001,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Revenue Schedule Date,Revenue_Schedule_Date,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,,Yes,,,"Autogenerated - Revenue Schedule Creation, always the 1st of the month",Date,2025-05-14,YYYY-MM-DD,,,
,04.01.002,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Product Name - Vendor,Product_Name_Vendor,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,"User Entered Data,_may_or_may_not_be_related_to_""Product_Name_-_House"".",Yes,,,"From ""Add New Product""",Text,UCaaS 1 Seat,Proper Text Format,,,
,04.01.003,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Product Description - Vendor,Product_Description_Vendor,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,,Yes,Yes,Total All,"From ""Add New Product""",Text,Enter Product Description,Text - Long,,,
,04.01.004,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Product Revenue Type,Product_Revenue_Type,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,"Likely_linked_to_a_predefined_list_of_revenue_types_(e.g.,_MRC,_One-Time).",Yes,,,"From ""Add New Product""",Text,Select...,Dropdown,,,
,04.01.005,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Schedule Status,Schedule_Status,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,"Depends on balance of usage/commission. If there is one, it's open. If it's $0, it's Reconciled, if it's not $0, but money has been asssigned, it's ""In Dispute""(Open, Reconciled, In Dispute). Default ""NO""",Yes,,,"Depends on balance of usage/commission. If there is one, it's open. If it's $0, it's Reconciled, if it's not $0, but money has been asssigned, it's ""In Dispute""(Open, Reconciled, In Dispute)",Autogenerated by Rules,Open,Proper Text Format,,,
,04.01.006,Revenue Schedules-4.1-Details (Default View) - Common Top Section,In Dispute,In_Dispute,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,Default to NO,Yes,Yes,Yes,Automated. Toggle auto on if revenue schedule date is in the past and Usage Balance or commission difference total is not $0.00,Formula,YES,Proper Text Format,,,
,04.01.007,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Opportunity Name,Opportunity_Name,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,,Yes,,,,Text,Ford-Telarus-Lingo-CCaaS-1Seat,Proper Text Format,,,
,04.01.008,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Distributor Name,Distributor_Name,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,,Yes,,,"From ""Add New Product""",Text,Telarus,Proper Text Format,,,
,04.01.009,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Vendor Name,Vendor_Name,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,,Yes,,,"From ""Add New Product""",Type Ahead Lookup,Lingo,Proper Text Format,,,
,04.01.010,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Account Name,Account_Name,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,,Yes,,,From Opportunity,Text,Algave LLC,Proper Text Format,,,
,04.01.011,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Legal Name,Legal_Name,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,,Yes,Yes,,From Opportunity,Text,Ford,Proper Text Format,,,
,04.01.012,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Shipping Address,Shipping_Address,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,concatenate shipping addresses,Yes,,,From Opportunity,Formula,4 Main Street  Dover DE 300021,Proper Text Format,,,
,04.01.013,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Billing Address,Billing_Address,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,"concatenated billing address fields, st, zip",Yes,,,From Opportunity,Formula,"1 Main Street, Ponte Vedra, FL 32222",Proper Text Format,,,
,04.01.014,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Expected Commission Rate %,Expected_Commission_Rate_%,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,,Yes,,,"From ""Add New Product"" form",Percentage,10.00%,"$X.XX, Neg ()",,,
,04.01.015,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Actual Commission Rate %,Actual_Commission_Rate_%,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,(Actual Commission) / (Actual Usage),Yes,,,From a Deposit Line Item that has been matched,Formula,10.00%,X.XX%,,,
,04.01.016,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Commission Rate Difference,Commission_Rate_Difference,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,Expected Commission Rate - Actual Commission Rate,Yes,,,,Formula,-,"$X.XX, Neg ()",,,
,04.01.017,Revenue Schedules-4.1-Details (Default View) - Common Top Section,House Split %,House_Split_Percent,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,,Yes,,NO,From Opportunity,Percentage,50.00%,X.XX%,,,
,04.01.018,Revenue Schedules-4.1-Details (Default View) - Common Top Section,House Rep %,House_Rep_%,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,,Yes,,,From Opportunity,Percentage,30.00%,X.XX%,,,
,04.01.019,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Subagent %,Subagent_%,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,,Yes,,,From Opportunity,Percentage,20.00%,XX.XX%,,,
,04.01.020,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Subagent,Subagent,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,,Yes,Yes,Yes,"any contact with type ""Subagent"" or default = ""None""",Type Ahead Lookup,Mike McDonald,Proper Text Format,,,
,04.01.021,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Revenue Schedule Name,Revenue_Schedule_Name,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,,Yes,,,Reference from Revenue Schedule,Text/ID,RS-100003,General,,,
,04.01.022,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Quantity,Quantity,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,,,,,"From ""Add New Product""",Number,4,Numerical,,,
,04.01.023,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Price Each,Price_Each,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,,,,,"From ""Add New Product""",Currency,$20.00 ,"$X.XX, Neg ()",,,
,04.01.024,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Expected Usage Adjustment,Expected_Usage_Adjustment,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,User edited amount,,,,,Currency,($2.00),"$X.XX, Neg ()",,,
,04.01.025,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Expected Usage Net,Expected_Usage_Net,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,(Expected Usage Gross) + (Adjustment),Yes,,,,Formula,$18.00 ,"$X.XX, Neg ()",,,
,04.01.026,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Actual Usage,Actual_Usage,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,From a matched deposit line item,Yes,,,From a Deposit Line Item that has been matched,Currency,$12.00 ,"$X.XX, Neg ()",,,
,04.01.027,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Usage Balance,Usage_Balance,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,(Expected Usage Net) - (Actual Usage),Yes,,,,Currency,($6.00),"$X.XX, Neg ()",,,
,04.01.028,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Expected Commission Gross,Expected_Commission_Gross,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,Expected Usage Net * Expected Commission Rate %,Yes,,,,Formula,$0.00 ,"$X.XX, Neg ()",,,
,04.01.029,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Expected Commission Adjustment,Expected_Commission_Adjustment,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,User edited amount,,,,,Currency,$0.00 ,"$X.XX, Neg ()",,,
,04.01.030,Revenue Schedules-4.1-Details (Default View) - Common Top Section,Expected Commission Net,Expected_Commission_Net,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,Expected Commission Gross + Expected Commission Adjustment,Yes,,,,Currency,$1.80 ,"$X.XX, Neg ()",,,
,,,,,,,,,,,,,,,,
,04.02.000,Revenue Schedules-4.2-Details (Default View) - Common Top Section - House Split,Actual Commission,Actual_Commission,Formulas,From reconciled deposit line item,Yes,,,From a Deposit Line Item that has been matched,Currency,$1.20 ,"$X.XX, Neg ()",,,
,04.02.001,Revenue Schedules-4.2-Details (Default View) - Common Top Section - House Split,House Split %,House_Split_Percent,Reference Field,"From ""House  %"" field on top of layout",Yes,,,From Opportunity,Percentage,50.00%,X.XX%,,,
,04.02.002,Revenue Schedules-4.2-Details (Default View) - Common Top Section - House Split,Commission Net House,Commission_Net_House,Formulas,Actual Commission Net * House  %,Yes,,,,Formula,$0.60 ,"$X.XX, Neg ()",,,
,04.02.003,Revenue Schedules-4.2-Details (Default View) - Common Top Section - House Split,Commission Balance Total,Commission_Balance_Total,Formulas,"Sum of all product revenue schedules, (Expected Commission Net) - (Actual Commission)",Yes,,,,Formula,$0.60 ,"$X.XX, Neg ()",,,
,04.02.004,Revenue Schedules-4.2-Details (Default View) - Common Top Section - House Split,House Split %,House_Split_Percent,Reference Field,"From ""House  %"" field on top of layout",Yes,,,From Opportunity,Percentage,50.00%,X.XX%,,,
,04.02.005,Revenue Schedules-4.2-Details (Default View) - Common Top Section - House Split,Commission Net Receivables House,Commission_Net_Receivables_House,Formulas,Commission Difference Total * House  %,Yes,,,,Currency,$0.30 ,"$X.XX, Neg ()",,,
,,,,,,,,,,,,,,,,
,04.03.000,Revenue Schedules-4.3-Details (House Rep Split),Actual Commission,Actual_Commission,Formulas,From reconciled deposit line item,Yes,,,Reference from Revenue Schedule,Currency,$1.20 ,"$X.XX, Neg ()",,,
,04.03.001,Revenue Schedules-4.3-Details (House Rep Split),House Rep %,House_Rep_%,Reference field,"From ""House Rep  %"" on top of layout",Yes,Yes,,Reference from Revenue Schedule,Percentage,30.00%,X.XX%,,,
,04.03.002,Revenue Schedules-4.3-Details (House Rep Split),Commission Net House Rep,Commission_Net_House_Rep,Formulas,Actual Commission Net * House Rep  %,Yes,,,,Formula,$0.36 ,"$X.XX, Neg ()",,,
,04.03.003,Revenue Schedules-4.3-Details (House Rep Split),Commission Net House Rep Paid,Commission_Net_House_Rep_Paid,Formulas,(Sum Payments House Rep Total),Yes,,,,Formula,$0.00 ,"$X.XX, Neg ()",,,
,04.03.004,Revenue Schedules-4.3-Details (House Rep Split),Commission Net House Rep Owed,Commission_Net_House_Rep_Owed,Formulas,(Commission Net House Rep) - (Sum Payments House Rep Total),Yes,,Yes,,Formula,$0.00 ,"$X.XX, Neg ()",,,
,04.03.005,Revenue Schedules-4.3-Details (House Rep Split),Commission Balance Total,Commission_Balance_Total,Formulas,Expected Commission Net - Actual Commission,Yes,,,Reference from Revenue Schedule,Currency,$0.60 ,"$X.XX, Neg ()",,,
,04.03.006,Revenue Schedules-4.3-Details (House Rep Split),House Rep %,House_Rep_%,Reference field,"From ""House Rep  %"" on top of layout",Yes,Yes,,Reference from Revenue Schedule,Percentage,30.00%,X.XX%,,,
,04.03.007,Revenue Schedules-4.3-Details (House Rep Split),Commission Net Receivables  House Rep,Commission_Net_Receivables_House_Rep,Formulas,(Commission Difference Total) - (House Rep  %),Yes,,,,Formula,$0.18 ,"$X.XX, Neg ()",,,
,04.03.008,Revenue Schedules-4.3-Details (House Rep Split),Commission House Rep Share Paid,Commission_House_Rep_Share_Paid,Formulas,Sum of Payments,Yes,,,,Currency,$0.00 ,"$X.XX, Neg ()",,,
,04.03.009,Revenue Schedules-4.3-Details (House Rep Split),Commission House Rep Payable,Commission_House_Rep_Payable,Formulas,(Commissions Net Receiveables House Rep) - (Commission House Rep Share Paid),Yes,Yes,Yes,,Currency,$0.18 ,"$X.XX, Neg ()",,,
,,,,,,,,,,,,,,,,
,04.04.000,Revenue Schedules-4.4-Details (Subagent Split),Actual Commission,Actual_Commission,Formulas,From reconciled deposit line item,Yes,Yes,,Reference from Revenue Schedule,Currency,$1.20 ,"$X.XX, Neg ()",,,
,04.04.001,Revenue Schedules-4.4-Details (Subagent Split),Subagent %,Subagent_%,Reference Field,"From ""Subagent  %"" on top of layout",Yes,Yes,,From Opportunity,Percentage,20.00%,XX.XX%,,,
,04.04.002,Revenue Schedules-4.4-Details (Subagent Split),Commission Net Subagent,Commission_Net_Subagent,Formulas,Actual Commission Net * Subagent %,Yes,,,Reference from Revenue Schedule,Formula,$18.00 ,"$X.XX, Neg ()",,,
,04.04.003,Revenue Schedules-4.4-Details (Subagent Split),Commission Net Subagent Paid,Commission_Net_Subagent_Paid,Formulas,From sum of all payments attached to this Opportunity revenue schedule,Yes,,Yes,Reference from Revenue Schedule,Formula,$1.80 ,"$X.XX, Neg ()",,,
,04.04.004,Revenue Schedules-4.4-Details (Subagent Split),Commission Net Subagent Owed,Commission_Net_Subagent_Owed,Formulas,Commission Net Subagent - Commission Net Subagent Paid,Yes,,,Reference from Revenue Schedule,Formula,$0.60 ,"$X.XX, Neg ()",,,
,04.04.005,Revenue Schedules-4.4-Details (Subagent Split),Commission Balance Total,Commission_Balance_Total,Formulas,Expected Commission Net - Actual Commission,Yes,,,Reference from Revenue Schedule,Currency,$1.20 ,"$X.XX, Neg ()",,,
,04.04.006,Revenue Schedules-4.4-Details (Subagent Split),Subagent %,Subagent_%,Reference Field,"From ""Subagent %"" on top of layout",Yes,Yes,,Reference from Revenue Schedule,Percentage,20.00%,XX.XX%,,,
,04.04.007,Revenue Schedules-4.4-Details (Subagent Split),Commission Net Receivables Subagent,Commission_Net_Receivables_Subagent,Formulas,Commission Balance Total * Subagent %,Yes,,Yes,From Opportunity,Formula,20.00%,"$X.XX, Neg ()",,,
,04.04.008,Revenue Schedules-4.4-Details (Subagent Split),Commission Subagent Share Paid,Commission_Subagent_Share_Paid,Formulas,(Commission Net Subagent) - (Commission Net Subagent Paid),Yes,Yes,,,Currency,$0.24 ,"$X.XX, Neg ()",,,
,04.04.009,Revenue Schedules-4.4-Details (Subagent Split),Commission Subagent Payable,Commission_Subagent_Payable,Formulas,(Commission Difference Total) * (Subagent %),Yes,Yes,,,Currency,$0.12 ,"$X.XX, Neg ()",,,
,,,,,,,,,,,,,,,,
,04.05.000,Revenue Schedules-4.5-Details (Opportunity Details),Account ID - House,Account_ID_House,Reference field updates from non-null fields on Deposit line item detail matches,,No,,,From a Deposit Line Item that has been matched,General,AI34,General,,,
,04.05.001,Revenue Schedules-4.5-Details (Opportunity Details),Account ID - Vendor,Account_ID_Vendor,Reference field updates from non-null fields on Deposit line item detail matches,,No,,,From a Deposit Line Item that has been matched,General,AI39,General,,,
,04.05.002,Revenue Schedules-4.5-Details (Opportunity Details),Account ID - Vendor,Account_ID_Vendor,Reference field updates from non-null fields on Deposit line item detail matches,,No,,,From a Deposit Line Item that has been matched,General,AI39,General,,,
,04.05.003,Revenue Schedules-4.5-Details (Opportunity Details),Customer ID - House,Customer_ID_House,Reference field updates from non-null fields on Deposit line item detail matches,,No,,,From a Deposit Line Item that has been matched,Text/ID,11111,General,,,
,04.05.004,Revenue Schedules-4.5-Details (Opportunity Details),Customer ID - Vendor,Customer_ID_Vendor,Reference field updates from non-null fields on Deposit line item detail matches,,No,,,From a Deposit Line Item that has been matched,Text/ID,1.11111E+14,General,,,
,04.05.005,Revenue Schedules-4.5-Details (Opportunity Details),Customer ID - Distributor,Customer_ID_Distributor,Reference field updates from non-null fields on Deposit line item detail matches,,Yes,,,From a Deposit Line Item that has been matched,Text/ID,22222222222,General,,,
,04.05.006,Revenue Schedules-4.5-Details (Opportunity Details),Order ID - House,Order_ID_House,Reference field updates from non-null fields on Deposit line item detail matches,,No,,,N/A,General,H33,General,,,
,04.05.007,Revenue Schedules-4.5-Details (Opportunity Details),Order ID - Vendor,Order_ID_Vendor,Reference field updates from non-null fields on Deposit line item detail matches,,Yes,,,From a Deposit Line Item that has been matched,General,H38,General,,,
,04.05.008,Revenue Schedules-4.5-Details (Opportunity Details),Order ID - Distributor,Order_ID_Distributor,Reference field updates from non-null fields on Deposit line item detail matches,,No,,,N/A,General,H28,General,,,
,04.05.009,Revenue Schedules-4.5-Details (Opportunity Details),Location ID,Location_ID,Reference field updates from non-null fields on Deposit line item detail matches,,No,,,From a Deposit Line Item that has been matched,Text/ID,115,General,,,
,04.05.010,Revenue Schedules-4.5-Details (Opportunity Details),Opportunity ID,Opportunity_ID,Reference field updates from non-null fields on Deposit line item detail matches,,No,,,From Opportunity - Autogenerated,Numerical,B1116,Numerical,,,
,,,,,,,,,,,,,,,,
,04.06.000,Revenue Schedules-4.6-Details (Product Details),Placeholder,Placeholder,PLACEHOLDER - This is where non-null fields from Deposit line items post-matching w/ schedule,PLACEHOLDER - This is where non-null fields from Deposit line items post-matching w/ schedule,Yes,,,PLACEHOLDER - This is where non-null fields from Deposit line items post-matching w/ schedule,Text/Address,x,xxx,,,
,,,,,,,,,,,,,,,,
,04.06.100,Revenue Schedules-4.6-Tickets-9-2-Create New Ticket,Description,Description,Free form text,,,No,Yes,Proper,Text,These guys are developers,Text Long,,,
,04.06.101,Revenue Schedules-4.6-Tickets-9-2-Create New Ticket,Last Activity Date,Last_Activity_Date,History,,,,Yes,,Text Long,2025-05-20,YYYY-MM-DD,,,
,04.06.102,Revenue Schedules-4.6-Tickets-9-2-Create New Ticket,Opportunity ID,Opportunity_ID,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,,Yes,Yes,,Pulled from Opportunity,Numerical,B1118,Numerical,,,
,04.06.103,Revenue Schedules-4.6-Tickets-9-2-Create New Ticket,Opportunity Name,Opportunity_Name,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,,Yes,Yes,Yes,Pulled from Opportunity,Text,Ford-Telarus-Lingo-CCaaS-1Seat,Proper Text Format,,,
,04.06.104,Revenue Schedules-4.6-Tickets-9-2-Create New Ticket,Distributor Name,Opportunity_Name,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,,Yes,Yes,,Pulled from Opportunity,,,,,,
,04.06.105,Revenue Schedules-4.6-Tickets-9-2-Create New Ticket,Vendor Name,Distributor_Name,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,,Yes,Yes,,Pulled from Opportunity,,,,,,
,04.06.106,Revenue Schedules-4.6-Tickets-9-2-Create New Ticket,Product Name - Vendor,Product_Name_Vendor,From Opportunities - 3-4-Opportunity - Detail Page - Tab - Products - New Opp Product Page and Account Info on Opportunity,,Yes,Yes,,Pulled from Opportunity,Pulled from Revenue Schedule,UCaaS 1 Seat,Proper Text Format,,,
